,CompoundName,casID,selleckID,Formula,SMILES
1857,Atropine sulfate,55-48-1,S5493,C34H46N2O6.H2SO4,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3.CN4C5CCC4CC(C5)OC(=O)C(CO)C6=CC=CC=C6.O[S](O)(=O)=O
1858,Salbutamol,18559-94-9,S5494,C13H21NO3,CC(C)(C)NCC(O)C1=CC=C(O)C(=C1)CO
1859,Iopanoic acid,96-83-3,S5497,C11H12I3NO2,CCC(CC1=C(I)C=C(I)C(=C1I)N)C(O)=O
1860,Betahistine mesylate,54856-23-4,S5498,C8H12N2.2CH4O3S,CNCCC1=CC=CC=N1.C[S](O)(=O)=O.C[S](O)(=O)=O
1861,Amodiaquine hydrochloride,69-44-3,S5500,C20H22ClN3O.2HCl,Cl.Cl.CCN(CC)CC1=CC(=CC=C1O)NC2=C3C=CC(=CC3=NC=C2)Cl
1862,Hydrocortisone acetate,50-03-3,S5501,C23H32O6,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C
1863,Ilaprazole sodium,172152-50-0,S5502,C19H17N4NaO2S,COC1=C(C)C(=NC=C1)C[S](=O)C2=NC3=C(C=CC(=C3)[N]4C=CC=C4)[N]2[Na]
1864,O-Acetyl-L-carnitine hydrochloride,5080-50-2,S5503,C9H18ClNO4,[Cl-].CC(=O)OC(CC(O)=O)C[N+](C)(C)C
1865,Ropivacaine,84057-95-4,S5504,C17H26N2O,CCCN1CCCCC1C(=O)NC2=C(C)C=CC=C2C
1866,2’-deoxyuridine,951-78-0,S5505,C9H12N2O5,OCC1OC(CC1O)N2C=CC(=O)NC2=O
1867,Trimebutine maleate,34140-59-5,S5507,C26H33NO9,CCC(COC(=O)C1=CC(=C(OC)C(=C1)OC)OC)(N(C)C)C2=CC=CC=C2.OC(=O)\C=C/C(O)=O
1868,Penicillin G Procaine,6130-64-9,S5515,C16H18N2O4S.C13H20N2O2.H2O,O.CCN(CC)CCOC(=O)C1=CC=C(N)C=C1.CC2(C)SC3C(NC(=O)CC4=CC=CC=C4)C(=O)N3C2C(O)=O
1869,Salmeterol,89365-50-4,S5527,C25H37NO4,OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC2=CC=CC=C2
1870,Acetophenone,98-86-2,S5528,C8H8O,CC(=O)C1=CC=CC=C1
1871,Geraniol,106-24-1,S5530,C10H18O,CC(C)=CCC\C(C)=C\CO
1872,Doripenem,148016-81-3,S5531,C15H24N4O6S2,CC(O)C1C2C(C)C(=C(N2C1=O)C(O)=O)SC3CNC(CN[S](N)(=O)=O)C3
1873,Erythromycin estolate,3521-62-8,S5532,C52H97NO18S,CCCCCCCCCCCCO[S](O)(=O)=O.CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC3OC(C)CC(C3OC(=O)CC)N(C)C)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O
1874,Moxifloxacin,151096-09-2,S5535,C21H24FN3O4,COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(=C1N3CC4CCCNC4C3)F)C5CC5
1875,Tizanidine,51322-75-9,S5537,C9H8ClN5S,ClC1=C(NC2=NCCN2)C3=NSN=C3C=C1
1876,Tropisetron,89565-68-4,S5538,C17H20N2O2,CN1C2CCC1CC(C2)OC(=O)C3=C[NH]C4=C3C=CC=C4
1877,Olprinone,106730-54-5,S5539,C14H10N4O,CC1=C(C=C(C#N)C(=O)N1)C2=C[N]3C=CN=C3C=C2
1878,Landiolol hydrochloride,144481-98-1,S5540,C25H39N3O8.HCl,Cl.CC1(C)OCC(COC(=O)CCC2=CC=C(OCC(O)CNCCNC(=O)N3CCOCC3)C=C2)O1
1879,Dimetridazole,551-92-8,S5541,C5H7N3O2,C[N]1C(=NC=C1[N+]([O-])=O)C
1880,"1, 10-Phenanthroline monohydrate",5144-89-8,S5543,C12H8N2.H2O,O.C1=CC2=C(N=C1)C3=C(C=CC=N3)C=C2
1881,D-Ribose,50-69-1,S5544,C5H10O5,OCC(O)C(O)C(O)C=O
1882,Sulfacetamide,144-80-9,S5546,C8H10N2O3S,CC(=O)N[S](=O)(=O)C1=CC=C(N)C=C1
1883,Hydroxylammonium chloride,5470-11-1,S5547,HCl.H3NO,Cl.NO
1884,Ethyl gallate,831-61-8,S5550,C9H10O5,CCOC(=O)C1=CC(=C(O)C(=C1)O)O
1885,Amenamevir,841301-32-4,S5552,C24H26N4O5S,CC1=C(N(CC(=O)NC2=CC=C(C=C2)C3=NOC=N3)C(=O)C4CC[S](=O)(=O)CC4)C(=CC=C1)C
1886,Kasugamycin hydrochloride,19408-46-9,S5553,C14H25N3O9.HCl,Cl.CC1OC(OC2C(O)C(O)C(O)C(O)C2O)C(N)CC1NC(=N)C(O)=O
1887,Lanatoside C,17575-22-3,S5554,C49H76O20,CC1OC(CC(O)C1OC2CC(O)C(OC3CC(OC(C)=O)C(OC4OC(CO)C(O)C(O)C4O)C(C)O3)C(C)O2)OC5CCC6(C)C(CCC7C6CC(O)C8(C)C(CCC78O)C9=CC(=O)OC9)C5
1888,Pamabrom,606-04-2,S5555,C7H7BrN4O2.C4H11NO,CN1C(=O)N(C)C2=C([NH]C(=N2)Br)C1=O.CC(C)(N)CO
1889,(-)-Sparteine Sulfate,6160-12-9,S5556,C15H26N2.H2SO4.5H2O,O.O.O.O.O.O[S](O)(=O)=O.C1CCN2CC3CC(CN4CCCCC34)C2C1
1890,D-Pantothenate Sodium,867-81-2,S5558,C9H16NO5.Na,[Na+].CC(C)(CO)C(O)C(=O)NCCC([O-])=O
1891,Tetrahydropalmatine,2934-97-6,S5559,C21H25NO4,COC1=C(OC)C=C2C3CC4=CC=C(OC)C(=C4CN3CCC2=C1)OC
1892,Midecamycin,35457-80-8,S5560,C41H67NO15,CCC(=O)OC1CC(=O)OC(C)C/C=C/C=C/C(O)C(C)CC(CC=O)C(OC2OC(C)C(OC3CC(C)(O)C(OC(=O)CC)C(C)O3)C(C2O)N(C)C)C1OC
1893,Ethacrynic Acid,58-54-8,S5561,C13H12Cl2O4,CCC(=C)C(=O)C1=C(Cl)C(=C(OCC(O)=O)C=C1)Cl
1894,2-Hydroxybenzyl alcohol,90-01-7,S5562,C7H8O2,OCC1=CC=CC=C1O
1895,Thioridazine hydrochloride,130-61-0,S5563,C21H26N2S2.HCl,Cl.CSC1=CC2=C(SC3=CC=CC=C3N2CCC4CCCCN4C)C=C1
1896,Xylazine,7361-61-7,S5564,C12H16N2S,CC1=C(NC2=NCCCS2)C(=CC=C1)C
1897,Triflupromazine hydrochloride,1098-60-8,S5565,C18H20ClF3N2S,Cl.CN(C)CCCN1C2=C(SC3=CC=C(C=C13)C(F)(F)F)C=CC=C2
1898,Dapagliflozin propanediol monohydrate,960404-48-2,S5566,C21H25ClO6.C3H8O2.H2O,O.CCOC1=CC=C(CC2=C(Cl)C=CC(=C2)C3OC(CO)C(O)C(O)C3O)C=C1.CC(O)CO
1899,Trimethadione,127-48-0,S5567,C6H9NO3,CN1C(=O)OC(C)(C)C1=O
1900,Tocofersolan,9002-96-4,S5568,(C2H4O)nC33H54O5,CC(C)CCCC(C)CCCC(C)CCCC1(C)CCC2=C(C)C(=C(C)C(=C2O1)C)OC(=O)CCC(=O)OCCO
1901,Tilmicosin phosphate,137330-13-3,S5573,C46H80N2O13.H3O4P,CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(O)C(C2O)N(C)C)C(CCN3CC(C)CC(C)C3)CC(C)C(=O)\C=C\C(=C\C1COC4OC(C)C(O)C(OC)C4OC)C.O[P](O)(O)=O
1902,Arabic gum,9000-01-5,S5580,0,0
1903,Olmesartan,144689-24-7,S5581,C24H26N6O3,CCCC1=NC(=C([N]1CC2=CC=C(C=C2)C3=C(C=CC=C3)C4=NN=N[NH]4)C(O)=O)C(C)(C)O
1904,Cytarabine hydrochloride,69-74-9,S5582,C9H13N3O5.HCl,Cl.NC1=NC(=O)N(C=C1)C2OC(CO)C(O)C2O
1905,Cinnamyl acetate,103-54-8,S5583,C11H12O2,CC(=O)OC/C=C/C1=CC=CC=C1
1906,Citronellal,106-23-0,S5585,C10H18O,CC(CCC=C(C)C)CC=O
1907,Vitamin A,68-26-8,S5592,C20H30O,CC(=C/CO)\C=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C
1908,α-Terpineol,10482-56-1,S5594,C10H18O,CC1=CCC(CC1)C(C)(C)O
1909,(1S)-(-)-α-Pinene,7785-26-4,S5596,C10H16,CC1=CCC2CC1C2(C)C
1910,(1R)-(-)-Menthyl acetate,2623-23-6,S5597,C12H22O2,CC(C)C1CCC(C)CC1OC(C)=O
1911,Sodium cholate,361-09-1,S5599,C24H39O5.Na,[Na+].CC(CCC([O-])=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C
1912,Diphenylamine Hydrochloride,537-67-7,S5604,C12H12ClN,Cl.N(C1=CC=CC=C1)C2=CC=CC=C2
1913,(+)-Longifolene,475-20-7,S5614,C15H24,CC1(C)CCCC2(C)C3CCC(C13)C2=C
1914,Hippuric acid,495-69-2,S5618,C9H9NO3,OC(=O)CNC(=O)C1=CC=CC=C1
1915,Betahistine,5638-76-6,S5619,C8H12N2,CNCCC1=NC=CC=C1
1916,Cilastatin,82009-34-5,S5621,C16H26N2O5S,CC1(C)CC1C(=O)N\C(=C/CCCCSCC(N)C(O)=O)C(O)=O
1917,Bedaquiline,843663-66-1,S5623,C32H31BrN2O2,COC1=NC2=CC=C(Br)C=C2C=C1C(C3=CC=CC=C3)C(O)(CCN(C)C)C4=CC=CC5=CC=CC=C45
1918,Ammonium lactate,515-98-0,S5625,C3H9NO3,[NH4+].CC(O)C([O-])=O
1919,Benzalkonium chloride,"63449-41-2, 8001-54-5",S5626,C15H26ClNR,[Cl-].CCCCCC[N+](C)(C)CC1=CC=CC=C1
1920,Amsacrine hydrochloride,54301-15-4,S5627,C21H20ClN3O3S,Cl.COC1=CC(=CC=C1NC2=C3C=CC=CC3=NC4=C2C=CC=C4)N[S](C)(=O)=O
1921,Cefotiam Hexetil Hydrochloride,95789-30-3,S5637,C27H39Cl2N9O7S3,Cl.Cl.CC(OC(=O)OC1CCCCC1)OC(=O)C2=C(CSC3C(NC(=O)CC4=CSC(=N4)N)C(=O)N23)CSC5=NN=N[N]5CCN(C)C
1922,Cefozopran hydrochloride,113981-44-5,S5638,C19H18ClN9O5S2,Cl.CO/N=C(C(=O)NC1C2SCC(=C(N2C1=O)C([O-])=O)C[N+]3=C4C=CC=N[N]4C=C3)/C5=NSC(=N5)N
1923,Rhodamine B,81-88-9,S5641,C28H31ClN2O3,[Cl-].CCN(CC)C1=CC2=C(C=C1)C(=C3C=CC(C=C3O2)=[N+](CC)CC)C4=C(C=CC=C4)C(O)=O
1924,Emedastine Difumarate,87233-62-3,S5647,C17H26N4O.2C4H4O4,CCOCC[N]1C2=C(C=CC=C2)N=C1N3CCCN(C)CC3.OC(=O)\C=C\C(O)=O.OC(=O)\C=C\C(O)=O
1925,Iguratimod,123663-49-0,S5648,C17H14N2O6S,C[S](=O)(=O)NC1=CC2=C(C=C1OC3=CC=CC=C3)C(=O)C(=CO2)NC=O
1926,Hydroxyzine pamoate,10246-75-0,S5649,C44H43ClN2O8,OCCOCCN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(Cl)C=C3.OC(=O)C4=C(O)C(=C5C=CC=CC5=C4)CC6=C7C=CC=CC7=CC(=C6O)C(O)=O
1927,Dexrazoxane,24584-09-6,S5651,C11H16N4O4,CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2
1928,Elbasvir,1370468-36-2,S5652,C49H55N9O7,COC(=O)NC(C(C)C)C(=O)N1CCCC1C2=NC=C([NH]2)C3=CC4=C(C=C3)C5=CC6=C(C=CC(=C6)C7=CN=C([NH]7)C8CCCN8C(=O)C(NC(=O)OC)C(C)C)[N]5C(O4)C9=CC=CC=C9
1929,Indigo carmine,860-22-0,S5653,C16H8N2Na2O8S2,[Na+].[Na+].[O-][S](=O)(=O)C1=CC2=C(NC(/C2=O)=C\3NC4=C(C=C(C=C4)[S]([O-])(=O)=O)C3=O)C=C1
1930,Indacaterol,312753-06-3,S5654,C24H28N2O3,CCC1=CC2=C(CC(C2)NCC(O)C3=CC=C(O)C4=C3C=CC(=O)N4)C=C1CC
1931,Venlafaxine,93413-69-5,S5655,C17H27NO2,COC1=CC=C(C=C1)C(CN(C)C)C2(O)CCCCC2
1932,Diphenylpyraline hydrochloride,132-18-3,S5656,C19H24ClNO,Cl.CN1CCC(CC1)OC(C2=CC=CC=C2)C3=CC=CC=C3
1933,Ertapenem sodium,153773-82-1,S5657,C22H24N3NaO7S,[Na+].CC(O)C1C2C(C)C(=C(N2C1=O)C([O-])=O)SC3CNC(C3)C(=O)NC4=CC(=CC=C4)C(O)=O
1934,Omeprazole Sodium,95510-70-6,S5658,C17H18N3NaO3S,COC1=CC2=C(C=C1)[N]([Na])C(=N2)[S](=O)CC3=NC=C(C)C(=C3C)OC
1935,Emedastine,87233-61-2,S5659,C17H26N4O,CCOCC[N]1C2=C(C=CC=C2)N=C1N3CCCN(C)CC3
1936,Tiaprofenic acid,33005-95-7,S5661,C14H12O3S,CC(C(O)=O)C1=CC=C(S1)C(=O)C2=CC=CC=C2
1937,Ranitidine,66357-35-5,S5662,C13H22N4O3S,CNC(/NCCSCC1=CC=C(CN(C)C)O1)=C\[N+]([O-])=O
1938,Minaprine dihydrochloride,25905-77-5,S5663,C17H24Cl2N4O,Cl.Cl.CC1=CC(=NN=C1NCCN2CCOCC2)C3=CC=CC=C3
1939,Orphenadrine Hydrochloride,341-69-5,S5664,C18H24ClNO,Cl.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2C
1940,Drofenine Hydrochloride,548-66-3,S5665,C20H32ClNO2,Cl.CCN(CC)CCOC(=O)C(C1CCCCC1)C2=CC=CC=C2
1941,Moxisylyte hydrochloride,964-52-3,S5666,C16H26ClNO3,Cl.CC(C)C1=C(OCCN(C)C)C=C(C)C(=C1)OC(C)=O
1942,Fruquintinib (HMPL-013),1194506-26-7,S5667,C21H19N3O5,CNC(=O)C1=C(C)OC2=CC(=CC=C12)OC3=C4C=C(OC)C(=CC4=NC=N3)OC
1943,Isoxsuprine hydrochloride,579-56-6,S5669,C18H24ClNO3,Cl.CC(COC1=CC=CC=C1)NC(C)C(O)C2=CC=C(O)C=C2
1944,Chloropyramine hydrochloride,6170-42-9,S5670,C16H21Cl2N3,Cl.CN(C)CCN(CC1=CC=C(Cl)C=C1)C2=CC=CC=N2
1945,Mivacurium chloride,106861-44-3,S5673,C58H80Cl2N2O14,[Cl-].[Cl-].COC1=CC2=C(C=C1OC)C(CC3=CC(=C(OC)C(=C3)OC)OC)[N+](C)(CCCOC(=O)CC\C=C\CCC(=O)OCCC[N+]4(C)CCC5=C(C=C(OC)C(=C5)OC)C4CC6=CC(=C(OC)C(=C6)OC)OC)CC2
1946,Dolasetron Mesylate,115956-13-3,S5679,C20H24N2O6S,C[S](O)(=O)=O.O=C1CN2C3CC(CC2CC1C3)OC(=O)C4=C[NH]C5=C4C=CC=C5
1947,(-)-Verbenone,1196-01-6,S5680,C10H14O,CC1=CC(=O)C2CC1C2(C)C
1948,Methyl linolenate,301-00-8,S5682,C19H32O2,CC\C=C/C/C=C\C\C=C/CCCCCCCC(=O)OC
1949,Isoproterenol sulfate dihydrate,299-95-6,S5683,C22H40N2O12S,O.O.CC(C)NCC(O)C1=CC=C(O)C(=C1)O.CC(C)NCC(O)C2=CC=C(O)C(=C2)O.O[S](O)(=O)=O
1950,Desoximetasone,382-67-2,S5685,C22H29FO4,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO
1951,Mexenone,1641-17-4,S5692,C15H14O3,COC1=CC(=C(C=C1)C(=O)C2=CC=C(C)C=C2)O
1952,Levomilnacipran Hydrochloride,175131-60-9,S5693,C15H23ClN2O,Cl.CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2
1953,Isopropamide Iodide,71-81-8,S5697,C23H33IN2O,[I-].CC(C)[N+](C)(CCC(C(N)=O)(C1=CC=CC=C1)C2=CC=CC=C2)C(C)C
1954,Ketorolac tromethamine salt,74103-07-4,S5698,C19H24N2O6,NC(CO)(CO)CO.OC(=O)C1CC[N]2C1=CC=C2C(=O)C3=CC=CC=C3
1955,Phthalylsulfathiazole,85-73-4,S5700,C17H13N3O5S2,OC(=O)C1=C(C=CC=C1)C(=O)NC2=CC=C(C=C2)[S](=O)(=O)NC3=NC=CS3
1956,Alvimopan dihydrate (LY246736 dihydrate),170098-38-1,S5701,C25H36N2O6,O.O.CC1CN(CCC1(C)C2=CC=CC(=C2)O)CC(CC3=CC=CC=C3)C(=O)NCC(O)=O
1957,Fenipentol,583-03-9,S5702,C11H16O,CCCCC(O)C1=CC=CC=C1
1958,Carvedilol Phosphate,610309-89-2,S5703,C24H29N2O8P.1/2H2O,COC1=C(OCCNCC(O)COC2=CC=CC3=C2C4=C([NH]3)C=CC=C4)C=CC=C1.O[P](O)(O)=O
1959,Raceanisodamine,17659-49-3,S5705,C17H23NO4,CN1C2CC(O)C1CC(C2)OC(=O)C(CO)C3=CC=CC=C3
1960,Norgestrel,6533-00-2,S5709,C21H28O2,CCC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C
1961,Ambroxol,18683-91-5,S5710,C13H18Br2N2O,NC1=C(Br)C=C(Br)C=C1CNC2CCC(O)CC2
1962,Pravastatin,81093-37-0,S5713,C23H36O7,CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(O)=O)C12
1963,lurasidone,367514-87-2,S5714,C28H36N4O2S,O=C1C2C3CCC(C3)C2C(=O)N1CC4CCCCC4CN5CCN(CC5)C6=NSC7=CC=CC=C67
1964,Atorvastatin,134523-00-5,S5715,C33H35FN2O5,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C([N]1CCC(O)CC(O)CC(O)=O)C3=CC=C(F)C=C3)C4=CC=CC=C4
1965,Abemaciclib (LY2835219),1231929-97-7,S5716,C27H32F2N8,CCN1CCN(CC1)CC2=CN=C(NC3=NC=C(F)C(=N3)C4=CC(=C5N=C(C)[N](C(C)C)C5=C4)F)C=C2
1966,Acetohexamide,968-81-0,S5717,C15H20N2O4S,CC(=O)C1=CC=C(C=C1)[S](=O)(=O)NC(=O)NC2CCCCC2
1967,Acrivastine,87848-99-5,S5718,C22H24N2O2,CC1=CC=C(C=C1)C(=C\CN2CCCC2)/C3=CC=CC(=N3)\C=C\C(O)=O
1968,Ceftizoxime sodium,68401-82-1,S5719,C13H12N5NaO5S2,[Na+].CO\N=C(/C(=O)NC1C2SCC=C(N2C1=O)C([O-])=O)C3=CSC(=N3)N
1969,Glecaprevir,1365970-03-1,S5720,C38H46F4N6O9S,CC(C)(C)C1NC(=O)OC2CCCC2OC\C=C\C(F)(F)C3=NC4=C(C=CC=C4)N=C3OC5CC(N(C5)C1=O)C(=O)NC6(CC6C(F)F)C(=O)N[S](=O)(=O)C7(C)CC7
1970,Oxantel Pamoate,68813-55-8,S5722,C36H32N2O7,CN1CCCN=C1\C=C\C2=CC(=CC=C2)O.OC(=O)C3=C(O)C(=C4C=CC=CC4=C3)CC5=C6C=CC=CC6=CC(=C5O)C(O)=O
1971,Dichlorophen,97-23-4,S5724,C13H10Cl2O2,OC1=CC=C(Cl)C=C1CC2=CC(=CC=C2O)Cl
1972,Pempidine,79-55-0,S5725,C10H21N,CN1C(C)(C)CCCC1(C)C
1973,Triiodothyronine,6893-02-3,S5726,C15H12I3NO4,NC(CC1=CC(=C(OC2=CC=C(O)C(=C2)I)C(=C1)I)I)C(O)=O
1974,Tetryzoline,84-22-0,S5727,C13H16N2,C1CC(C2=NCCN2)C3=C(C1)C=CC=C3
1975,Delapril Hydrochloride,83435-67-0,S5728,C26H33ClN2O5,Cl.CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N(CC(O)=O)C2CC3=C(C2)C=CC=C3
1976,Fosfosal,6064-83-1,S5729,C7H7O6P,OC(=O)C1=C(O[P](O)(O)=O)C=CC=C1
1977,Alimemazine Tartrate,4330-99-8,S5730,C40H50N4O6S2,CC(CN(C)C)CN1C2=CC=CC=C2SC3=C1C=CC=C3.CC(CN(C)C)CN4C5=CC=CC=C5SC6=C4C=CC=C6.OC(C(O)C(O)=O)C(O)=O
1978,Sebacic acid,111-20-6,S5732,C10H18O4,OC(=O)CCCCCCCCC(O)=O
1979,Stearic acid,57-11-4,S5733,C18H36O2,CCCCCCCCCCCCCCCCCC(O)=O
1980,Midodrine hydrochloride,43218-56-0,S5734,C12H19ClN2O4,Cl.COC1=CC=C(OC)C(=C1)C(O)CNC(=O)CN
1981,Midodrine,42794-76-3,S5735,C12H18N2O4,COC1=CC=C(OC)C(=C1)C(O)CNC(=O)CN
1982,Benzathine penicilline,1538-09-6,S5736,C48H56N6O8S2,CC1(C)SC2C(NC(=O)CC3=CC=CC=C3)C(=O)N2C1C(O)=O.CC4(C)SC5C(NC(=O)CC6=CC=CC=C6)C(=O)N5C4C(O)=O.C(CNCC7=CC=CC=C7)NCC8=CC=CC=C8
1983,Diclofenac Epolamine,119623-66-4,S5737,C20H24Cl2N2O3,OCCN1CCCC1.OC(=O)CC2=C(NC3=C(Cl)C=CC=C3Cl)C=CC=C2
1984,Nebivolol,118457-14-0,S5739,C22H25F2NO4,OC(CNCC(O)C1CCC2=CC(=CC=C2O1)F)C3CCC4=C(O3)C=CC(=C4)F
1985,Palonosetron,135729-61-2,S5740,C19H24N2O,O=C1N(CC2CCCC3=C2C1=CC=C3)C4CN5CCC4CC5
1986,Quetiapine,111974-69-7,S5741,C21H25N3O2S,OCCOCCN1CCN(CC1)C2=NC3=CC=CC=C3SC4=C2C=CC=C4
1987,Deferoxamine mesylate (Ba 33112),138-14-7,S5742,C26H52N6O11S,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN.C[S](O)(=O)=O
1988,γ-Linolenic acid,506-26-3,S5743,C18H30O2,CCCCC\C=C/C/C=C\C\C=C/CCCCC(O)=O
1989,Morantel tartrate,26155-31-7,S5747,C16H22N2O6S,CN1CCCN=C1/C=C/C2=C(C)C=CS2.OC(C(O)C(O)=O)C(O)=O
1990,Chlorpromazine,50-53-3,S5749,C17H19ClN2S,CN(C)CCCN1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2
1991,DL-Norepinephrine hydrochloride,55-27-6,S5750,C8H12ClNO3,Cl.NCC(O)C1=CC(=C(O)C=C1)O
1992,Abametapir,1762-34-1,S5752,C12H12N2,CC1=CN=C(C=C1)C2=CC=C(C)C=N2
1993,Baricitinib phosphate,1187595-84-1,S5754,C16H20N7O6PS,CC[S](=O)(=O)N1CC(CC#N)(C1)[N]2C=C(C=N2)C3=NC=NC4=C3C=C[NH]4.O[P](O)(O)=O
1994,Methyl Stearate,112-61-8,S5756,C19H38O2,CCCCCCCCCCCCCCCCCC(=O)OC
1995,Isoeugenol,97-54-1,S5757,C10H12O2,COC1=C(O)C=CC(=C1)\C=C\C
1996,Methyl linoleate,112-63-0,S5759,C19H34O2,CCCCC/C=C\C\C=C/CCCCCCCC(=O)OC
1997,Citric acid,77-92-9,S5761,C6H8O7,OC(=O)CC(O)(CC(O)=O)C(O)=O
1998,Methyl Oleate,112-62-9,S5762,C19H36O2,CCCCCCCC\C=C/CCCCCCCC(=O)OC
1999,D-Mannose,3458-28-4,S5763,C6H12O6,OCC1OC(O)C(O)C(O)C1O
2000,Sodium Dehydrocholate,145-41-5,S5765,C24H33NaO5,[Na+].CC(CCC([O-])=O)C1CCC2C3C(CC(=O)C12C)C4(C)CCC(=O)CC4CC3=O
2001,Alfuzosin,81403-80-7,S5766,C19H27N5O4,COC1=CC2=NC(=NC(=C2C=C1OC)N)N(C)CCCNC(=O)C3CCCO3
2002,Aliskiren,173334-57-1,S5767,C30H53N3O6,COCCCOC1=C(OC)C=CC(=C1)CC(CC(N)C(O)CC(C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C
2003,Fenoterol hydrobromide,1944-12-3,S5768,C17H22BrNO4,Br.CC(CC1=CC=C(O)C=C1)NCC(O)C2=CC(=CC(=C2)O)O
2004,Fenoterol,13392-18-2,S5769,C17H21NO4,CC(CC1=CC=C(O)C=C1)NCC(O)C2=CC(=CC(=C2)O)O
2005,Proflavine,92-62-6,S5776,C13H11N3,NC1=CC2=NC3=CC(=CC=C3C=C2C=C1)N
2006,Esmolol,81147-92-4,S5778,C16H25NO4,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1
2007,Trimetazidine,5011-34-7,S5779,C14H22N2O3,COC1=CC=C(CN2CCNCC2)C(=C1OC)OC
2008,Prazosin,19216-56-9,S5780,C19H21N5O4,COC1=CC2=NC(=NC(=C2C=C1OC)N)N3CCN(CC3)C(=O)C4=CC=CO4
2009,Raloxifene,84449-90-1,S5781,C28H27NO4S,OC1=CC=C(C=C1)C2=C(C(=O)C3=CC=C(OCCN4CCCCC4)C=C3)C5=C(S2)C=C(O)C=C5
2010,Doxazosin,74191-85-8,S5782,C23H25N5O5,COC1=CC2=C(C=C1OC)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=C(O4)C=CC=C5)N
2011,Montelukast,158966-92-8,S5783,C35H36ClNO3S,CC(C)(O)C1=CC=CC=C1CCC(SCC2(CC2)CC(O)=O)C3=CC=CC(=C3)\C=C\C4=CC=C5C=CC(=CC5=N4)Cl
2012,Vancomycin,1404-90-6,S5784,C66H75Cl2N9O24,CNC(CC(C)C)C(=O)NC1C(O)C2=CC(=C(OC3=C(OC4OC(CO)C(O)C(O)C4OC5CC(C)(N)C(O)C(C)O5)C6=CC(=C3)C(NC(=O)C(CC(N)=O)NC1=O)C(=O)NC7C(=O)NC(C(O)C8=CC(=C(O6)C=C8)Cl)C(=O)NC(C(O)=O)C9=C(C(=CC(=C9)O)O)C%10=C(O)C=CC7=C%10)C=C2)Cl
2013,Dronedarone,141626-36-0,S5787,C31H44N2O5S,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C2=C(CCCC)OC3=C2C=C(N[S](C)(=O)=O)C=C3
2014,Rasagiline,136236-51-6,S5795,C12H13N,C#CCNC1CCC2=C1C=CC=C2
2015,Alprenolol hydrochloride,13707-88-5,S5802,C15H24ClNO2,Cl.CC(C)NCC(O)COC1=CC=CC=C1CC=C
2016,Allopregnanolone,516-54-1,S5805,C21H34O2,CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C
2017,Relugolix,737789-87-6,S5808,C29H27F2N7O5S,CONC(=O)NC1=CC=C(C=C1)C2=C(CN(C)C)C3=C(S2)N(CC4=C(F)C=CC=C4F)C(=O)N(C3=O)C5=NN=C(OC)C=C5
2018,Choline Fenofibrate,856676-23-8,S5812,C22H28ClNO5,CC(C)(OC1=CC=C(C=C1)C(=O)C2=CC=C(Cl)C=C2)C([O-])=O.C[N+](C)(C)CCO
2019,Pyrvinium,3546-41-6,S5816,C75H70N6O6,CN(C)C1=CC2=CC=C(/C=C/C3=C(C)[N](C(=C3)C)C4=CC=CC=C4)[N+](=C2C=C1)C.CN(C)C5=CC6=CC=C(/C=C/C7=C(C)[N](C(=C7)C)C8=CC=CC=C8)[N+](=C6C=C5)C.OC9=C(CC%10=C(O)C(=CC%11=C%10C=CC=C%11)C([O-])=O)C%12=C(C=CC=C%12)C=C9C([O-])=O
2020,Linoleic acid,60-33-3,S5821,C18H32O2,CCCCC/C=C\C\C=C/CCCCCCCC(O)=O
