,CompoundName,SMILES,Formula,ItemID
10585,Conivaptan-d4,[2H]c1c([2H])c(C(=O)N2CCc3nc(C)[nH]c3-c3ccccc32)c([2H])c([2H])c1NC(=O)c1ccccc1-c1ccccc1,C32H26N4O2,26455.0
10586,Terbinafine-d3 (hydrochloride),Cl.[2H]C([2H])([2H])N(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,C21H26ClN,26392.0
10587,Valeryl fentanyl-13C6,CCCCC(=O)N(C1CCN(CCc2ccccc2)CC1)[13c]1[13cH][13cH][13cH][13cH][13cH]1,C24H32N2O,26220.0
10588,"2,3-Benzodioxole fentanyl",CCCCC(=O)N(C1CCN(CCc2ccccc2)CC1)[13c]1[13cH][13cH][13cH][13cH][13cH]1,C24H32N2O,26618.0
10589,GAT229,O=[N+]([O-])C[C@@H](c1ccccc1)c1c(-c2ccccc2)[nH]c2ccccc12,C22H18N2O2,24486.0
10590,Bromosulfalein,O=C1OC(c2ccc(O)c(S(=O)(=O)[O-])c2)(c2ccc(O)c(S(=O)(=O)[O-])c2)c2c(Br)c(Br)c(Br)c(Br)c21.[Na+].[Na+],C20H8Br4Na2O10S2,21058.0
10591,Letrozole-d4,[2H]c1c([2H])c(C(c2ccc(C#N)cc2)n2cncn2)c([2H])c([2H])c1C#N,C17H11N5,26517.0
10592,Salmeterol-d3,[2H]C([2H])(O)c1cc(C([2H])(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,C25H37NO4,26449.0
10593,Dihydropleuromutilin,CC[C@]1(C)C[C@@H](OC(=O)CO)C2(C)[C@H](C)CCC3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,C22H36O5,26497.0
10594,Ac-PAL-AMC,CC(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)Nc1ccc2c(C)cc(=O)oc2c1,C26H34N4O6,26592.0
10595,Myristoyl-L-carnitine (chloride),CCCCCCCCCCCCCC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C.[Cl-],C21H42ClNO4,26559.0
10596,AMG 232,CC(C)[C@@H](CS(=O)(=O)C(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,C28H35Cl2NO5S,25667.0
10597,"D-myo-Inositol-1,2,3,4,5,6-hexaphosphate (sodium salt)",O=P([O-])(O)O[C@H]1[C@H](OP(=O)([O-])O)[C@@H](OP(=O)([O-])O)[C@H](OP(=O)([O-])O)[C@@H](OP(=O)([O-])O)[C@H]1OP(=O)([O-])O.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],C6H12Na6O24P6,10008415.0
10598,Plerixafor-d4,[2H]c1c([2H])c(CN2CCCNCCNCCCNCC2)c([2H])c([2H])c1CN1CCCNCCNCCCNCC1,C28H54N8,26490.0
10599,Lateropyrone,COC(=O)c1oc(=O)c2c(O)c3c(=O)cc(C)oc3cc2c1O,C15H10O8,26463.0
10600,Lachnone A,Cc1cc(O)c2c(=O)c(O)c(C)oc2c1,C11H10O4,26462.0
10601,Cilomilast,COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OC1CCCC1,C20H25NO4,25979.0
10602,Nalfurafine,CN(C(=O)/C=C/c1ccoc1)[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,C28H32N2O5,23186.0
10603,Pyrocoll,O=c1c2cccn2c(=O)c2cccn12,C10H6N2O2,26464.0
10604,Stearoyl-L-carnitine-d3 (chloride),[2H]C([2H])([2H])[N+](C)(C)C[C@@H](CC(=O)O)OC(=O)CCCCCCCCCCCCCCCCC.[Cl-],C25H50ClNO4,26580.0
10605,7-hydroxy Pestalotin,CCC[C@@H](O)[C@H](O)[C@@H]1CC(OC)=CC(=O)O1,C11H18O5,26523.0
10606,PD 151746,O=C(O)/C(S)=C/c1c[nH]c2ccc(F)cc12,C11H8FNO2S,23417.0
10607,Sporidesmolide III,CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)OC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C(C)C)NC(=O)[C@H](C(C)C)OC1=O,C32H56N4O8,26593.0
10608,Dorzolamide-d5 (hydrochloride),Cl.[2H]C([2H])([2H])C([2H])([2H])N[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,C10H17ClN2O4S3,26518.0
10609,Corynecin IV,CC(=O)N[C@H](COC(C)=O)[C@H](O)c1ccc([N+](=O)[O-])cc1,C13H16N2O6,26393.0
10610,CAY10734,CC(C)Cc1ccc(-c2nc(-c3ccc(CN4CC(C(=O)O)C4)cc3)no2)cc1,C23H25N3O3,10007833.0
10611,Myristoyl-L-carnitine-d3 (chloride),[2H]C([2H])([2H])[N+](C)(C)C[C@@H](CC(=O)O)OC(=O)CCCCCCCCCCCCC.[Cl-],C21H42ClNO4,26581.0
10612,1-demethyl Phenazolam,Clc1ccccc1C1=NCc2nncn2-c2ccc(Br)cc21,C16H10BrClN4,23525.0
10613,ARN14988,CCCCCCNC(=O)n1cc(Cl)c(=O)n(C(=O)OCC(C)C)c1=O,C16H24ClN3O5,24284.0
10614,Tizanidine-d4 (hydrochloride),Cl.[2H]C1([2H])N=C(Nc2c(Cl)ccc3nsnc23)NC1([2H])[2H],C9H9Cl2N5S,26521.0
10615,Hexanoyl-L-carnitine-d3 (chloride),[2H]C([2H])([2H])[N+](C)(C)C[C@@H](CC(=O)O)OC(=O)CCCCC.[Cl-],C13H26ClNO4,26570.0
10616,Anacardic Acid triene,C=CC/C=C\C/C=C\CCCCCCCc1cccc(O)c1C(=O)O,C22H30O3,26611.0
10617,Phenylephrine-3-O-Sulfate,CNC[C@H](O)c1cccc(OS(=O)(=O)O)c1,C9H13NO5S,26620.0
10618,1-Oleoyl-2-Palmitoyl-sn-glycero-3-PC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,C42H82NO8P,26012.0
10619,Phenylephrine Glucuronide,CNC[C@H](O)c1cccc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c1,C15H21NO8,26647.0
10620,Bromazolam,Cc1nnc2n1-c1ccc(Br)cc1C(c1ccccc1)=NC2,C17H13BrN4,22665.0
10621,Bromazolam (CRM),Cc1nnc2n1-c1ccc(Br)cc1C(c1ccccc1)=NC2,C17H13BrN4,38201.0
10622,Octanoyl-L-carnitine-d3 (chloride),[2H]C([2H])([2H])[N+](C)(C)C[C@@H](CC(=O)O)OC(=O)CCCCCCC.[Cl-],C15H30ClNO4,26577.0
10623,Bromfenac-d4 (sodium salt),[2H]c1c([2H])c(C(=O)c2cccc(CC(=O)[O-])c2N)c([2H])c([2H])c1Br.[Na+],C15H11BrNNaO3,26598.0
10624,4-hydroxy Solifenacin N-oxide,O=C(O[C@H]1C[N+]2([O-])CCC1CC2)N1CC(O)c2ccccc2C1c1ccccc1,C23H26N2O4,26649.0
10625,Propionyl-L-carnitine-d3 (chloride),[2H]C([2H])([2H])[N+](C)(C)C[C@@H](CC(=O)O)OC(=O)CC.[Cl-],C10H20ClNO4,26579.0
10626,Butyryl-L-carnitine-d3 (chloride),[2H]C([2H])([2H])[N+](C)(C)C[C@@H](CC(=O)O)OC(=O)CCC.[Cl-],C11H22ClNO4,26567.0
10627,Arachidonoyl Chloride,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)Cl,C20H31ClO,18078.0
10628,Palmitoyl-L-carnitine (chloride),CCCCCCCCCCCCCCCC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C.[Cl-],C23H46ClNO4,26553.0
10629,20?-dihydro Prednisolone,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)[C@H](O)CO,C21H30O5,26502.0
10630,AP-237 (hydrochloride),CCCC(=O)N1CCN(C/C=C/c2ccccc2)CC1.Cl,C17H25ClN2O,26484.0
10631,Metamizole-d3 (sodium salt),[2H]C([2H])([2H])N(CS(=O)(=O)[O-])c1c(C)n(C)n(-c2ccccc2)c1=O.[Na+],C13H16N3NaO4S,26496.0
10632,4-chloro Buphedrone (hydrochloride),CCC(NC)C(=O)c1ccc(Cl)cc1.Cl,C11H15Cl2NO,25298.0
10633,Lurasidone metabolite 14283,O=C1[C@@H]2[C@@H]3C[C@@H](C[C@H]3O)[C@@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1,C28H36N4O3S,26651.0
10634,?-acetyl Boswellic Acid,CC(=O)O[C@@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC=C2[C@@H]4CC(C)(C)CC[C@]4(C)CC[C@]23C)[C@@]1(C)C(=O)O,C32H50O4,11673.0
10635,Ac-WLA-AMC,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)Nc1ccc2c(C)cc(=O)oc2c1,C32H37N5O6,26639.0
10636,Lauroyl-L-carnitine (chloride),CCCCCCCCCCCC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C.[Cl-],C19H38ClNO4,26550.0
10637,Germacrene D,C=C1/C=C/[C@H](C(C)C)CC/C(C)=C/CC1,C15H24,26539.0
10638,Campestanol,CC(C)[C@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,C28H50O,26538.0
10639,1-Stearoyl-2-15(S)-HETE-sn-glycero-3-PC,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC/C=C\C/C=C\C/C=C\C=C\[C@@H](O)CCCCC,C46H84NO9P,21138.0
10640,Dios-Arg (trifluoroacetate salt),C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](OC(=O)CCCCCNC(=O)[C@@H]([NH3+])CCCNC(N)=[NH2+])CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C.O=C([O-])C(F)(F)F.O=C([O-])C(F)(F)F,C43H67F6N5O9,25945.0
10641,"1-(1,3-Diphenylpropan-2-yl)pyrrolidine (hydrochloride)",Cl.c1ccc(CC(Cc2ccccc2)N2CCCC2)cc1,C19H24ClN,26033.0
10642,Piperidylthiambutene (hydrochloride),CC(C=C(c1cccs1)c1cccs1)N1CCCCC1.Cl,C17H22ClNS2,26335.0
10643,Cholesteryl Behenate,CCCCCCCCCCCCCCCCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1,C49H88O2,26466.0
10644,Cholesteryl Arachidate,CCCCCCCCCCCCCCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1,C47H84O2,26465.0
10645,LMW-PTP Inhibitor I (hydrochloride),CCN(CC)C(=O)c1ccc(-c2cc(NCCCN3CCCCC3)c3ccccc3n2)cc1.Cl.Cl,C28H38Cl2N4O,22277.0
10646,LUF6283,CCCCc1cc(C(=O)O)n[nH]1,C8H12N2O2,15423.0
10647,Palmitoyl-L-carnitine-d3 (chloride),[2H]C([2H])([2H])[N+](C)(C)C[C@@H](CC(=O)O)OC(=O)CCCCCCCCCCCCCCC.[Cl-],C23H46ClNO4,26569.0
10648,(-)-Viriditoxin,COC(=O)C[C@@H]1Cc2cc3c(-c4c(OC)cc(O)c5c(O)c6c(cc45)C[C@@H](CC(=O)OC)OC6=O)c(OC)cc(O)c3c(O)c2C(=O)O1,C34H30O14,26601.0
10649,Agistatin B,CC[C@@H]1CC[C@@H]2O[C@H]3C[C@H](O)[C@]2(O)[C@@H]1O3,C11H18O4,26600.0
10650,Lurasidone metabolite 14326,O=C1[C@@H]2[C@@H]3C[C@@H](C[C@@H]3O)[C@@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1,C28H36N4O3S,26652.0
10651,Kirenol,C[C@@]1(CO)C[C@@H](O)C[C@@]2(C)[C@@H]3CC[C@](C)([C@@H](O)CO)C=C3CC[C@H]12,C20H34O4,26212.0
10652,Dabigatran Acyl-?-D-Glucuronide,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c3ccccn3)ccc21,C31H33N7O9,26655.0
10653,Decanoyl-L-carnitine-d3 (chloride),[2H]C([2H])([2H])[N+](C)(C)C[C@@H](CC(=O)O)OC(=O)CCCCCCCCC.[Cl-],C17H34ClNO4,26568.0
10654,Hexanoyl-L-carnitine (chloride),CCCCCC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C.[Cl-],C13H26ClNO4,26554.0
10655,Lauroyl-L-carnitine-d3 (chloride),[2H]C([2H])([2H])[N+](C)(C)C[C@@H](CC(=O)O)OC(=O)CCCCCCCCCCC.[Cl-],C19H38ClNO4,26571.0
10656,Cholesteryl Myristate,CCCCCCCCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1,C41H72O2,26439.0
10657,4-hydroxy Nebivolol (hydrochloride),Cl.OC1CC(C(O)CNCC(O)C2CCc3cc(F)ccc3O2)Oc2ccc(F)cc21,C22H26ClF2NO5,26658.0
10658,Cyanidin 3-O-?-D-Galactopyranoside (chloride),OC[C@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)[C@H](O)[C@@H](O)[C@H]1O.[Cl-],C21H21ClO11,22264.0
10659,Bictegravir,O=C(NCc1c(F)cc(F)cc1F)c1cn2c(c(O)c1=O)C(=O)N1[C@H]3CC[C@H](C3)O[C@@H]1C2,C21H18F3N3O5,26532.0
10660,ACY-241,O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2Cl)nc1)NO,C24H26ClN5O3,26173.0
10661,"Cholesteryl 11,14-Eicosadienoate",CCCCC/C=C/C/C=C/CCCCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1,C47H80O2,26467.0
10662,Atenolol,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,C14H22N2O3,26284.0
10663,Stearoyl-L-carnitine (chloride),CCCCCCCCCCCCCCCCCC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C.[Cl-],C25H50ClNO4,26556.0
10664,1-Myristoyl-2-hydroxy-sn-glycero-3-PE,CCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[NH3+],C19H40NO7P,25591.0
10665,4-fluoro MDMB-BUTINACA,COC(=O)[C@@H](NC(=O)c1nn(CCCCF)c2ccccc12)C(C)(C)C,C19H26FN3O3,26645.0
10666,Decanoyl-L-carnitine (chloride),CCCCCCCCCC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C.[Cl-],C17H34ClNO4,26549.0
10667,Asimadoline,CN(C(=O)C(c1ccccc1)c1ccccc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,C27H30N2O2,26411.0
10668,Corynecin V,CCC(=O)N[C@H](COC(C)=O)[C@H](O)c1ccc([N+](=O)[O-])cc1,C14H18N2O6,26167.0
10669,?-GalCer analog 8,CCCCCCCCCCCCCCCCCCCCCCCCc1cn([C@@H](CO[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)CCCCCCCCCCCCCC)nn1,C50H97N3O8,26660.0
10670,L-Carnitine-d3 (chloride),[2H]C([2H])([2H])[N+](C)(C)C[C@H](O)CC(=O)O.[Cl-],C7H16ClNO3,26565.0
10671,"3,4-Dichloroethcathinone (hydrochloride)",CCNC(C)C(=O)c1ccc(Cl)c(Cl)c1.Cl,C11H14Cl3NO,25375.0
10672,N-methyl-N-Ethyltryptamine (oxalate),CCN(C)CCc1c[nH]c2ccccc12.O=C(O)C(=O)O,C15H20N2O4,25268.0
10673,"5-Fluorouracil-13C,15N2",O=c1[15nH][13c](=O)[15nH]cc1F,C4H3FN2O2,26683.0
10674,Clarithromycin-13C-d3,[2H][13C]([2H])([2H])N(C)[C@H]1C[C@@H](C)O[C@@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)OC)[C@@H]1O,C38H69NO13,26678.0
10675,Saxagliptin-13C-d2 (hydrochloride),Cl.[2H][13C]1([2H])[C@H]2C[C@@H](C#N)N(C(=O)[C@@H](N)C34CC5CC(CC(O)(C5)C3)C4)[C@H]21,C18H26ClN3O2,26709.0
10676,Vigabatrin-13C-d2 (hydrochloride),Cl.[2H][13C]([2H])=CC(N)CCC(=O)O,C6H12ClNO2,26672.0
10677,Di-4-ANEPPS,CCCCN(CCCC)c1ccc2cc(/C=C/c3cc[n+](CCCS(=O)(=O)[O-])cc3)ccc2c1,C28H36N2O3S,26801.0
10678,L-Fucitol,C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,C6H14O5,26540.0
10679,Fantofarone,COc1ccc(CCN(C)CCCOc2ccc(S(=O)(=O)c3c(C(C)C)cn4ccccc34)cc2)cc1OC,C31H38N2O5S,26381.0
10680,Oleoyl-L-carnitine,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,C25H47NO4,26557.0
10681,AZ 32,CNC(=O)c1ccc(-c2cnc3cnc(-c4ccccc4)cn23)cc1,C20H16N4O,26380.0
10682,Tolperisone (hydrochloride),Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1.Cl,C16H24ClNO,26078.0
10683,Palmitoyl-D-carnitine (chloride),CCCCCCCCCCCCCCCC(=O)O[C@@H](CC(=O)O)C[N+](C)(C)C.[Cl-],C23H46ClNO4,26552.0
10684,1-Stearoyl-2-Docosahexaenoyl-sn-glycero-3-PC,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,C48H84NO8P,25595.0
10685,(R)-Crizotinib-d5,[2H]C1([2H])CNCC([2H])([2H])C1([2H])n1cc(-c2cnc(N)c(O[C@H](C)c3c(Cl)ccc(F)c3Cl)c2)cn1,C21H22Cl2FN5O,26762.0
10686,"3,4-Dichloromethcathinone (hydrochloride)",CNC(C)C(=O)c1ccc(Cl)c(Cl)c1.Cl,C10H12Cl3NO,25376.0
10687,Lomibuvir,CC(C)(C)C#Cc1cc(N(C(=O)[C@H]2CC[C@H](C)CC2)[C@H]2CC[C@@H](O)CC2)c(C(=O)O)s1,C25H35NO4S,26630.0
10688,Emtricitabine S-oxide,Nc1nc(=O)n([C@@H]2CS(=O)[C@H](CO)O2)cc1F,C8H10FN3O4S,26654.0
10689,2-methyl AP-237 (hydrochloride),CCCC(=O)N1CCN(C/C=C/c2ccccc2)CC1C.Cl,C18H27ClN2O,26485.0
10690,5-fluoro MDMB-7-PAICA,COC(=O)[C@@H](NC(=O)c1cn(CCCCCF)c2ncccc12)C(C)(C)C,C20H28FN3O3,25286.0
10691,Isovaleryl-L-carnitine (chloride),CC(C)CC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C.[Cl-],C12H24ClNO4,26555.0
10692,Axitinib-13C-d3,[2H][13C]([2H])([2H])NC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,C22H18N4OS,26676.0
10693,NDT 9513727,CCCCn1c(-c2ccccc2)nc(-c2ccccc2)c1CN(Cc1ccc2c(c1)OCO2)Cc1ccc2c(c1)OCO2,C36H35N3O4,24448.0
10694,1-Stearoyl-2-hydroxy-sn-glycero-3-PE,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[NH3+],C23H48NO7P,25593.0
10695,Sitagliptin N-Sulfate (sodium salt),O=C(C[C@@H](Cc1cc(F)c(F)cc1F)NS(=O)(=O)[O-])N1CCn2c(nnc2C(F)(F)F)C1.[Na+],C16H14F6N5NaO4S,26625.0
10696,DL-Carnitine-d9 (chloride),[2H]C([2H])([2H])[N+](CC(O)CC(=O)O)(C([2H])([2H])[2H])C([2H])([2H])[2H].[Cl-],C7H16ClNO3,26566.0
10697,THZ531,CN(C)C/C=C/C(=O)Nc1ccc(C(=O)N2CCC[C@@H](Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)C2)cc1,C30H32ClN7O2,26386.0
10698,Paraherquamide E,C[C@H]1CCN2C[C@]34C[C@@]5(C(=O)Nc6c5ccc5c6OC=CC(C)(C)O5)C(C)(C)[C@@H]3C[C@]12C(=O)N4C,C28H35N3O4,26680.0
10699,PNU 142300,CC(=O)NC[C@H]1CN(c2ccc(NCCOCC(=O)O)c(F)c2)C(=O)O1,C16H20FN3O6,26608.0
10700,Quadrone,CC1(C)C[C@@]23[C@@H]4CC(=O)[C@@H]2COC(=O)[C@@H]3CC[C@H]41,C15H20O3,26688.0
10701,3'-Ethoxy Spinosyn L,CCO[C@@H]1[C@@H](OC)[C@H](C)O[C@@H](O[C@H]2C[C@H]3[C@@H]4C=C5C(=O)[C@H](C)[C@@H](O[C@H]6CC[C@H](N(C)C)[C@@H](C)O6)CCC[C@H](CC)OC(=O)C[C@H]5[C@@H]4C=C(C)[C@@H]3C2)[C@@H]1OC,C43H69NO10,26664.0
10702,Sterculic Acid methyl ester,CCCCCCCCC1=C(CCCCCCCC(=O)OC)C1,C20H36O2,26736.0
10703,Avermectin B1a monosaccharide,CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,C41H60O11,26690.0
10704,TAK-779,Cc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(C[N+](C)(C)C4CCOCC4)cc2)CCC3)cc1.[Cl-],C33H39ClN2O2,26744.0
10705,Amiloride (hydrochloride),Cl.N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,C6H9Cl2N7O,26295.0
10706,AEG 3482,NS(=O)(=O)c1nn2cc(-c3ccccc3)nc2s1,C10H8N4O2S2,26213.0
10707,Deschloronorketamine (hydrochloride),Cl.NC1(c2ccccc2)CCCCC1=O,C12H16ClNO,26401.0
10708,3-hydroxy Medetomidine,Cc1c(CO)cccc1C(C)c1cnc[nH]1,C13H16N2O,26609.0
10709,Thiocillin I,C/C=C(\NC(=O)c1csc(-c2csc(-c3ccc4c(n3)-c3csc(n3)[C@H]([C@@H](C)O)NC(=O)c3csc(n3)[C@H](C(C)(C)O)NC(=O)c3csc(n3)/C(=C/C)NC(=O)[C@H]([C@@H](C)O)NC(=O)c3csc-4n3)n2)n1)C(=O)NC[C@@H](C)O,C48H49N13O10S6,26681.0
10710,LY2828360,Cc1nc(N2CCN(C)CC2)c2nc(-c3ccccc3Cl)n(C3CCOCC3)c2n1,C22H27ClN6O,26791.0
10711,Acamprosate-d3 (calcium salt),[2H]C([2H])([2H])C(=O)NCCCS(=O)(=O)[O-].[2H]C([2H])([2H])C(=O)NCCCS(=O)(=O)[O-].[Ca+2],C10H20CaN2O8S2,26780.0
10712,Fluorescein di-?-Galactopyranoside,O=C1OC2(c3ccc(O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)cc3Oc3cc(O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)ccc32)c2ccccc21,C32H32O15,26860.0
10713,Bumetanide-d5,[2H]c1c([2H])c([2H])c(Oc2c(NCCCC)cc(C(=O)O)cc2S(N)(=O)=O)c([2H])c1[2H],C17H20N2O5S,26773.0
10714,Sterculic Acid,CCCCCCCCC1=C(CCCCCCCC(=O)O)C1,C19H34O2,26735.0
10715,10(Z)-Pentadecenoic Acid methyl ester,CCCC/C=C\CCCCCCCCC(=O)OC,C16H30O2,26729.0
10716,"1,3-Didecanoyl Glycerol",CCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCC,C23H44O5,26845.0
10717,Didecanoin,CCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCC,C23H44O5,26992.0
10718,Methylene Blue (hydrate),CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1.O.[Cl-],C16H20ClN3OS,26095.0
10719,TFAP,Nc1ccc(NC(=O)c2ccc(C(F)(F)F)cc2)nc1,C13H10F3N3O,26745.0
10720,"CP 671,305",C[C@@H](Oc1ccc(CNC(=O)c2cccnc2Oc2ccc3c(c2)OCO3)c(F)c1)C(=O)O,C23H19FN2O7,26743.0
10721,Chloramphenicol Palmitate,CCCCCCCCCCCCCCCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,C27H42Cl2N2O6,26663.0
10722,Tetranactin,CC[C@H]1C[C@@H]2CC[C@@H](O2)[C@@H](C)C(=O)O[C@H](CC)C[C@H]2CC[C@H](O2)[C@H](C)C(=O)O[C@@H](CC)C[C@@H]2CC[C@@H](O2)[C@@H](C)C(=O)O[C@H](CC)C[C@H]2CC[C@H](O2)[C@H](C)C(=O)O1,C44H72O12,26687.0
10723,Dotriacontanoic Acid methyl ester,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OC,C33H66O2,26728.0
10724,Loratadine-d4,[2H]C1([2H])CN(C(=O)OCC)CC([2H])([2H])C1=C1c2ccc(Cl)cc2CCc2cccnc21,C22H23ClN2O2,26759.0
10725,Morphine (sulfate hydrate),CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5.CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5.O.O.O.O.O.O=S(=O)(O)O,C34H50N2O15S,25955.0
10726,Hydroxystilbamidine (methanesulfonate),CS(=O)(=O)O.CS(=O)(=O)O.N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2O)cc1,C18H24N4O7S2,26858.0
10727,Flibanserin-d4 (hydrochloride),Cl.[2H]C([2H])(N1CCN(c2cccc(C(F)(F)F)c2)CC1)C([2H])([2H])n1c(=O)[nH]c2ccccc21,C20H22ClF3N4O,26779.0
10728,Chlorambucil-d8,[2H]C([2H])(Cl)C([2H])([2H])N(c1ccc(CCCC(=O)O)cc1)C([2H])([2H])C([2H])([2H])Cl,C14H19Cl2NO2,26774.0
10729,24-dehydro Cholesterol-d6,[2H]C([2H])([2H])C(=CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C([2H])([2H])[2H],C27H44O,26777.0
10730,Verdinexor,O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1ccccn1,C18H12F6N6O,26171.0
